id_transaction,id_contrat,code_type_evt,libelle_evt,code_statut_evt,date_effet,date_execution,montant_total_brut,montant_total_net,montant_frais,plus_value_taxable,devise,pays_banque_origine,pays_banque_dest,est_tiers_payeur,perte_acceptee,montant_penalite,flag_atypique,fonds_source,fonds_cible,est_suspect
EVT_000016,BA000006,VLC,Versement libre complémentaire,VAL,2023-07-30,2023-07-30,57000.0,57000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000017,BA000007,OUV,Ouverture / Souscription,VAL,2020-02-16,2020-02-16,287000.0,287000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000018,BA000007,VLC,Versement libre complémentaire,VAL,2021-06-07,2021-06-07,13000.0,13000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000019,BA000007,VLC,Versement libre complémentaire,VAL,2022-09-26,2022-09-26,13000.0,13000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000020,BA000008,OUV,Ouverture / Souscription,VAL,2019-10-01,2019-10-01,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000021,BA000008,RAP,Rachat partiel,VAL,2024-04-01,2024-04-01,-20000.0,-20000.0,0.0,1729.25,EUR,France,France,False,False,0.0,False,,,False
EVT_000022,BA000008,RAP,Rachat partiel,VAL,2023-06-29,2023-06-29,-20000.0,-20000.0,0.0,2892.32,EUR,France,France,False,False,0.0,False,,,False
EVT_000023,BA000009,OUV,Ouverture / Souscription,VAL,2024-03-15,2024-03-15,672000.0,672000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000024,BA000010,OUV,Ouverture / Souscription,VAL,2022-09-01,2022-09-01,437000.0,437000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000025,BA000010,VLC,Versement libre complémentaire,VAL,2026-09-15,2026-09-15,60000.0,60000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000026,BA000010,VLC,Versement libre complémentaire,VAL,2024-05-01,2024-05-01,60000.0,60000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000027,BA000010,VLC,Versement libre complémentaire,VAL,2025-02-02,2025-02-02,60000.0,60000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000028,BA000011,OUV,Ouverture / Souscription,VAL,2021-05-26,2021-05-26,1452000.0,1452000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000029,BA000012,OUV,Ouverture / Souscription,VAL,2019-07-08,2019-07-08,354000.0,354000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000030,BA000012,VLC,Versement libre complémentaire,VAL,2021-01-17,2021-01-17,68000.0,68000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000031,BA000012,VLC,Versement libre complémentaire,VAL,2020-07-18,2020-07-18,68000.0,68000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000032,BA000012,RAP,Rachat partiel,VAL,2024-06-22,2024-06-22,-32000.0,-32000.0,0.0,1384.03,EUR,France,France,False,False,0.0,False,,,False
EVT_000033,BA000012,RAP,Rachat partiel,VAL,2021-07-31,2021-07-31,-32000.0,-32000.0,0.0,3943.81,EUR,France,France,False,False,0.0,False,,,False
EVT_000034,BA000013,OUV,Ouverture / Souscription,VAL,2021-02-25,2021-02-25,302000.0,302000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000035,BA000013,VLC,Versement libre complémentaire,VAL,2022-06-05,2022-06-05,22000.0,22000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000036,BA000013,VLC,Versement libre complémentaire,VAL,2025-07-21,2025-07-21,22000.0,22000.0,0.0,0.0,EUR,France,,True,False,0.0,False,,,False
EVT_000037,BA000014,OUV,Ouverture / Souscription,VAL,2018-08-28,2018-08-28,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000038,BA000014,VLC,Versement libre complémentaire,VAL,2021-02-06,2021-02-06,59000.0,59000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000039,BA000014,RAP,Rachat partiel,VAL,2019-09-06,2019-09-06,-14000.0,-14000.0,0.0,936.17,EUR,France,France,False,False,0.0,False,,,False
EVT_000040,BA000014,RAP,Rachat partiel,VAL,2020-09-15,2020-09-15,-14000.0,-13580.0,420.0,0.0,EUR,France,France,False,True,420.0,False,,,False
EVT_000041,BA000015,OUV,Ouverture / Souscription,VAL,2022-06-30,2022-06-30,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000042,BA000015,VLC,Versement libre complémentaire,VAL,2025-12-16,2025-12-16,60000.0,60000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000043,BA000016,OUV,Ouverture / Souscription,VAL,2026-03-07,2026-03-07,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000044,BA000016,RAP,Rachat partiel,VAL,2026-12-16,2026-12-16,-34000.0,-34000.0,0.0,2214.43,EUR,France,France,False,False,0.0,False,,,False
EVT_000045,BA000016,RAP,Rachat partiel,VAL,2027-10-23,2027-10-23,-34000.0,-34000.0,0.0,1380.63,EUR,France,France,False,False,0.0,False,,,False
EVT_000046,BA000017,OUV,Ouverture / Souscription,VAL,2026-05-31,2026-05-31,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000047,BA000017,VLC,Versement libre complémentaire,VAL,2028-08-08,2028-08-08,39000.0,39000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000048,BA000018,OUV,Ouverture / Souscription,VAL,2019-01-18,2019-01-18,1025000.0,1025000.0,0.0,0.0,EUR,France,,True,False,0.0,False,,,False
EVT_000049,BA000018,VLC,Versement libre complémentaire,VAL,2022-10-15,2022-10-15,38000.0,38000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000050,BA000018,VLC,Versement libre complémentaire,VAL,2022-08-09,2022-08-09,38000.0,38000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000051,BA000018,VLC,Versement libre complémentaire,VAL,2021-07-23,2021-07-23,38000.0,38000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000052,BA000019,OUV,Ouverture / Souscription,VAL,2025-02-02,2025-02-02,972000.0,972000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000053,BA000020,OUV,Ouverture / Souscription,VAL,2023-12-22,2023-12-22,803000.0,803000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000054,BA000021,OUV,Ouverture / Souscription,VAL,2022-08-23,2022-08-23,250000.0,250000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000055,BA000021,ARB,Arbitrage entre fonds,VAL,2024-12-10,2024-12-10,26000.0,26000.0,0.0,0.0,EUR,,,False,False,0.0,False,FID_UBS,FR0010392225,False
EVT_000056,BA000021,ARB,Arbitrage entre fonds,VAL,2025-11-23,2025-11-23,34000.0,34000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR0010392225,FID_UBS,False
EVT_000057,BA000021,RAP,Rachat partiel,VAL,2025-04-20,2025-04-20,-31000.0,-30070.0,930.0,0.0,EUR,Italy,Italy,False,True,930.0,False,,,False
EVT_000058,BA000022,OUV,Ouverture / Souscription,VAL,2018-08-29,2018-08-29,416000.0,416000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000059,BA000022,VLC,Versement libre complémentaire,VAL,2020-02-18,2020-02-18,31000.0,31000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000060,BA000022,VLC,Versement libre complémentaire,VAL,2022-05-20,2022-05-20,31000.0,31000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000061,BA000022,VLC,Versement libre complémentaire,VAL,2021-03-06,2021-03-06,31000.0,31000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000062,BA000022,ARB,Arbitrage entre fonds,VAL,2022-07-22,2022-07-22,73000.0,73000.0,0.0,0.0,EUR,,,False,False,0.0,False,LU0104884860,FID_BNP,False
EVT_000063,BA000022,RAP,Rachat partiel,VAL,2020-04-28,2020-04-28,-98000.0,-98000.0,0.0,4538.03,EUR,Italy,Italy,True,False,0.0,False,,,False
EVT_000064,BA000023,OUV,Ouverture / Souscription,VAL,2024-08-29,2024-08-29,429000.0,429000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000065,BA000023,RAP,Rachat partiel,VAL,2025-09-24,2025-09-24,-149000.0,-149000.0,0.0,17395.54,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000066,BA000024,OUV,Ouverture / Souscription,VAL,2019-11-01,2019-11-01,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000067,BA000025,OUV,Ouverture / Souscription,VAL,2025-07-20,2025-07-20,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000068,BA000025,VLC,Versement libre complémentaire,VAL,2028-04-24,2028-04-24,15000.0,15000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000069,BA000025,ARB,Arbitrage entre fonds,VAL,2027-05-22,2027-05-22,32000.0,32000.0,0.0,0.0,EUR,,,False,False,0.0,False,XS2428662824,FID_BNP,False
EVT_000070,BA000025,ARB,Arbitrage entre fonds,VAL,2028-03-23,2028-03-23,43000.0,43000.0,0.0,0.0,EUR,,,False,False,0.0,False,FID_BNP,XS2428662824,False
EVT_000071,BA000025,RAP,Rachat partiel,VAL,2029-11-08,2029-11-08,-46000.0,-44620.0,1380.0,0.0,EUR,Belgium,Belgium,False,True,1380.0,False,,,False
EVT_000072,BA000025,RAP,Rachat partiel,VAL,2026-05-21,2026-05-21,-46000.0,-46000.0,0.0,5044.25,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000073,BA000026,OUV,Ouverture / Souscription,VAL,2019-03-08,2019-03-08,250000.0,250000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000074,BA000026,VLC,Versement libre complémentaire,VAL,2020-09-04,2020-09-04,83000.0,83000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000075,BA000026,RAP,Rachat partiel,VAL,2021-09-16,2021-09-16,-71000.0,-71000.0,0.0,4244.63,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000076,BA000027,OUV,Ouverture / Souscription,VAL,2020-06-10,2020-06-10,418000.0,418000.0,0.0,0.0,EUR,France,,True,False,0.0,False,,,False
EVT_000077,BA000027,VLC,Versement libre complémentaire,VAL,2023-06-24,2023-06-24,29000.0,29000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000078,BA000027,RAP,Rachat partiel,VAL,2021-10-14,2021-10-14,-50000.0,-50000.0,0.0,4737.09,EUR,France,France,False,False,0.0,False,,,False
EVT_000079,BA000027,RAP,Rachat partiel,VAL,2025-08-18,2025-08-18,-50000.0,-50000.0,0.0,1011.91,EUR,France,France,False,False,0.0,False,,,False
EVT_000080,BA000027,RAP,Rachat partiel,VAL,2023-04-30,2023-04-30,-50000.0,-50000.0,0.0,3487.22,EUR,France,France,False,False,0.0,False,,,False
EVT_000081,BA000028,OUV,Ouverture / Souscription,VAL,2025-06-11,2025-06-11,250000.0,250000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000082,BA000028,VLC,Versement libre complémentaire,VAL,2029-08-20,2029-08-20,51000.0,51000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000083,BA000029,OUV,Ouverture / Souscription,VAL,2021-02-14,2021-02-14,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000084,BA000030,OUV,Ouverture / Souscription,VAL,2025-02-24,2025-02-24,463000.0,463000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000085,BA000031,OUV,Ouverture / Souscription,VAL,2025-08-26,2025-08-26,2473000.0,2473000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000086,BA000031,ARB,Arbitrage entre fonds,VAL,2027-01-06,2027-01-06,566000.0,566000.0,2830.0,0.0,EUR,,,False,False,0.0,False,FID_BNP,LU0255977539,False
EVT_000087,BA000031,RAP,Rachat partiel,VAL,2026-07-20,2026-07-20,-778000.0,-778000.0,0.0,57676.03,EUR,France,France,False,False,0.0,False,,,False
EVT_000088,BA000032,OUV,Ouverture / Souscription,VAL,2019-08-18,2019-08-18,574000.0,574000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000089,BA000032,ARB,Arbitrage entre fonds,VAL,2021-02-10,2021-02-10,87000.0,87000.0,435.0,0.0,EUR,,,False,False,0.0,False,LU0104884860,XS2428662824,False
EVT_000090,BA000032,ARB,Arbitrage entre fonds,VAL,2020-11-13,2020-11-13,49000.0,49000.0,245.0,0.0,EUR,,,False,False,0.0,False,LU0255977539,XS2428662824,False
EVT_000091,BA000032,ARB,Arbitrage entre fonds,VAL,2022-10-25,2022-10-25,76000.0,76000.0,0.0,0.0,EUR,,,False,False,0.0,False,LU0255977539,LU0104884860,False
EVT_000092,BA000033,OUV,Ouverture / Souscription,VAL,2024-08-11,2024-08-11,471000.0,471000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000093,BA000033,ARB,Arbitrage entre fonds,VAL,2025-03-27,2025-03-27,123000.0,123000.0,0.0,0.0,EUR,,,False,False,0.0,False,FAS_IND,LU0104884860,False
EVT_000094,BA000034,OUV,Ouverture / Souscription,VAL,2024-08-05,2024-08-05,261000.0,261000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000095,BA000034,ARB,Arbitrage entre fonds,VAL,2024-12-25,2024-12-25,92000.0,92000.0,460.0,0.0,EUR,,,False,False,0.0,False,XS2428662824,FR0010923383,False
EVT_000096,BA000035,OUV,Ouverture / Souscription,VAL,2020-01-18,2020-01-18,398000.0,398000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000097,BA000036,OUV,Ouverture / Souscription,VAL,2018-11-20,2018-11-20,356000.0,356000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000098,BA000036,VLC,Versement libre complémentaire,VAL,2020-08-16,2020-08-16,189000.0,189000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000099,BA000037,OUV,Ouverture / Souscription,VAL,2020-09-25,2020-09-25,534000.0,534000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000100,BA000037,VLC,Versement libre complémentaire,VAL,2023-10-12,2023-10-12,88000.0,88000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000101,BA000038,OUV,Ouverture / Souscription,VAL,2020-04-28,2020-04-28,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000102,BA000038,VLC,Versement libre complémentaire,VAL,2025-05-11,2025-05-11,43000.0,43000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000103,BA000039,OUV,Ouverture / Souscription,VAL,2019-09-25,2019-09-25,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000104,BA000040,OUV,Ouverture / Souscription,VAL,2026-04-19,2026-04-19,267000.0,267000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000105,BA000041,OUV,Ouverture / Souscription,VAL,2021-02-12,2021-02-12,500000.0,500000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000106,BA000041,VLC,Versement libre complémentaire,VAL,2026-03-18,2026-03-18,60000.0,60000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000107,BA000041,RAP,Rachat partiel,VAL,2024-09-08,2024-09-08,-222000.0,-222000.0,0.0,27127.95,EUR,France,France,False,False,0.0,False,,,False
EVT_000108,BA000042,OUV,Ouverture / Souscription,VAL,2025-05-26,2025-05-26,250000.0,250000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000109,BA000043,OUV,Ouverture / Souscription,VAL,2023-03-22,2023-03-22,711000.0,711000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000110,BA000043,VLC,Versement libre complémentaire,VAL,2024-06-28,2024-06-28,30000.0,30000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000111,BA000043,VLC,Versement libre complémentaire,VAL,2026-03-08,2026-03-08,30000.0,30000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000112,BA000043,RAP,Rachat partiel,VAL,2028-04-13,2028-04-13,-261000.0,-261000.0,0.0,25824.92,EUR,Luxembourg,Luxembourg,False,False,0.0,False,,,False
EVT_000113,BA000044,OUV,Ouverture / Souscription,VAL,2023-09-20,2023-09-20,2364000.0,2364000.0,0.0,0.0,EUR,Finland,,False,False,0.0,False,,,False
EVT_000114,BA000044,RAP,Rachat partiel,VAL,2026-11-20,2026-11-20,-271000.0,-271000.0,0.0,40186.79,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000115,BA000044,RAP,Rachat partiel,VAL,2028-05-31,2028-05-31,-271000.0,-271000.0,0.0,7652.01,EUR,Finland,Finland,False,False,0.0,False,,,False
EVT_000116,BA000045,OUV,Ouverture / Souscription,VAL,2024-01-08,2024-01-08,250000.0,250000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000117,BA000046,OUV,Ouverture / Souscription,VAL,2024-09-02,2024-09-02,250000.0,250000.0,0.0,0.0,EUR,Italy,,False,False,0.0,False,,,False
EVT_000118,BA000046,RAP,Rachat partiel,VAL,2026-02-09,2026-02-09,-73000.0,-73000.0,0.0,8500.34,EUR,Italy,Italy,False,False,0.0,False,,,False
EVT_000119,BA000047,OUV,Ouverture / Souscription,VAL,2025-06-20,2025-06-20,266000.0,266000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000120,BA000047,VLC,Versement libre complémentaire,VAL,2026-10-24,2026-10-24,86000.0,86000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000121,BA000047,ARB,Arbitrage entre fonds,VAL,2027-04-17,2027-04-17,90000.0,90000.0,0.0,0.0,EUR,,,False,False,0.0,False,LU0255977539,PE_LUX_01,False
EVT_000122,BA000048,OUV,Ouverture / Souscription,VAL,2024-09-04,2024-09-04,538000.0,538000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000123,BA000048,RAP,Rachat partiel,VAL,2028-10-08,2028-10-08,-163000.0,-163000.0,0.0,8703.51,EUR,Belgium,Belgium,False,False,0.0,False,,,False
EVT_000124,BA000049,OUV,Ouverture / Souscription,VAL,2024-06-23,2024-06-23,250000.0,250000.0,0.0,0.0,EUR,Norway,,False,False,0.0,False,,,False
EVT_000125,BA000049,ARB,Arbitrage entre fonds,VAL,2026-09-20,2026-09-20,15000.0,15000.0,0.0,0.0,EUR,,,False,False,0.0,False,XS2428662824,FID_BNP,False
EVT_000126,BA000049,ARB,Arbitrage entre fonds,VAL,2027-08-27,2027-08-27,40000.0,40000.0,200.0,0.0,EUR,,,False,False,0.0,False,FR0010923383,XS2428662824,False
EVT_000127,BA000049,RAP,Rachat partiel,VAL,2026-05-07,2026-05-07,-86000.0,-86000.0,0.0,8324.95,EUR,Norway,Norway,False,False,0.0,False,,,False
EVT_000128,BA000050,OUV,Ouverture / Souscription,VAL,2019-03-29,2019-03-29,264000.0,264000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000129,BA000050,VLC,Versement libre complémentaire,VAL,2020-01-20,2020-01-20,40000.0,40000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000130,BA000051,OUV,Ouverture / Souscription,VAL,2024-11-29,2024-11-29,250000.0,250000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000131,BA000052,OUV,Ouverture / Souscription,VAL,2020-09-03,2020-09-03,454000.0,454000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000132,BA000052,VLC,Versement libre complémentaire,VAL,2024-11-14,2024-11-14,37000.0,37000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000133,BA000052,VLC,Versement libre complémentaire,VAL,2024-06-11,2024-06-11,37000.0,37000.0,0.0,0.0,EUR,France,,True,False,0.0,False,,,False
EVT_000134,BA000052,ARB,Arbitrage entre fonds,VAL,2022-02-07,2022-02-07,64000.0,64000.0,320.0,0.0,EUR,,,False,False,0.0,False,LU0104884860,FID_UBS,False
EVT_000135,BA000053,OUV,Ouverture / Souscription,VAL,2022-08-24,2022-08-24,314000.0,314000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000136,BA000053,ARB,Arbitrage entre fonds,VAL,2026-02-06,2026-02-06,79000.0,79000.0,0.0,0.0,EUR,,,False,False,0.0,False,FR001400OJI4,FID_BNP,False
EVT_000137,BA000054,OUV,Ouverture / Souscription,VAL,2021-07-10,2021-07-10,250000.0,250000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000138,BA000055,OUV,Ouverture / Souscription,VAL,2024-11-24,2024-11-24,270000.0,270000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000139,BA000055,VLC,Versement libre complémentaire,VAL,2025-07-22,2025-07-22,55000.0,55000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000140,BA000055,VLC,Versement libre complémentaire,VAL,2026-10-29,2026-10-29,55000.0,55000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000141,BA000056,OUV,Ouverture / Souscription,VAL,2020-05-28,2020-05-28,593000.0,593000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000142,BA000057,OUV,Ouverture / Souscription,VAL,2025-04-26,2025-04-26,1757000.0,1757000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000143,BA000057,RAP,Rachat partiel,VAL,2028-10-12,2028-10-12,-383000.0,-383000.0,0.0,41228.84,EUR,France,France,False,False,0.0,False,,,False
EVT_000144,BA000057,RAP,Rachat partiel,VAL,2026-12-23,2026-12-23,-383000.0,-383000.0,0.0,46532.7,EUR,France,France,False,False,0.0,False,,,False
EVT_000145,BA000058,OUV,Ouverture / Souscription,VAL,2021-12-08,2021-12-08,453000.0,453000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000146,BA000058,VLC,Versement libre complémentaire,VAL,2024-11-28,2024-11-28,13000.0,13000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000147,BA000058,VLC,Versement libre complémentaire,VAL,2024-08-20,2024-08-20,13000.0,13000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000148,BA000058,VLC,Versement libre complémentaire,VAL,2022-10-02,2022-10-02,13000.0,13000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000149,BA000059,OUV,Ouverture / Souscription,VAL,2025-08-29,2025-08-29,433000.0,433000.0,0.0,0.0,EUR,Luxembourg,,False,False,0.0,False,,,False
EVT_000150,BA000060,OUV,Ouverture / Souscription,VAL,2023-08-04,2023-08-04,265000.0,265000.0,0.0,0.0,EUR,Belgium,,False,False,0.0,False,,,False
EVT_000151,BA000060,VLC,Versement libre complémentaire,VAL,2024-11-29,2024-11-29,45000.0,45000.0,0.0,0.0,EUR,Belgium,,True,False,0.0,False,,,False
EVT_000152,BA000060,ARB,Arbitrage entre fonds,VAL,2026-04-13,2026-04-13,48000.0,48000.0,240.0,0.0,EUR,,,False,False,0.0,False,PE_CAY_01,LU0255977539,False
EVT_000153,BA000061,OUV,Ouverture / Souscription,VAL,2023-06-20,2023-06-20,343000.0,343000.0,0.0,0.0,EUR,France,,False,False,0.0,False,,,False
EVT_000154,BA000061,RAP,Rachat partiel,VAL,2026-12-13,2026-12-13,-108000.0,-108000.0,0.0,10382.25,EUR,France,France,False,False,0.0,False,,,False
EVT_000155,BA000062,OUV,Ouverture / Souscription,VAL,2018-10-17,2018-10-17,250000.0,250000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
EVT_000156,BA000062,VLC,Versement libre complémentaire,VAL,2023-08-16,2023-08-16,22000.0,22000.0,0.0,0.0,EUR,Portugal,,False,False,0.0,False,,,False
